Donor ID,Donor City,Donor State,Donor Is Teacher,Donor Zip
DON_ALL_01376,AugCity_West Virginia,West Virginia,No,12345
DON_ALL_01377,AugCity_West Virginia,West Virginia,No,12345
DON_ALL_01378,AugCity_West Virginia,West Virginia,Yes,12345
DON_ALL_01379,AugCity_West Virginia,West Virginia,Yes,12345
DON_ALL_01380,AugCity_West Virginia,West Virginia,Yes,12345
DON_ALL_01381,AugCity_West Virginia,West Virginia,No,12345
DON_ALL_01382,AugCity_West Virginia,West Virginia,No,12345
DON_ALL_01383,AugCity_West Virginia,West Virginia,No,12345
DON_ALL_01384,AugCity_West Virginia,West Virginia,Yes,12345
DON_ALL_01385,AugCity_West Virginia,West Virginia,No,12345
DON_ALL_01386,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01387,AugCity_Wisconsin,Wisconsin,No,12345
DON_ALL_01388,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01389,AugCity_Wisconsin,Wisconsin,No,12345
DON_ALL_01390,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01391,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01392,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01393,AugCity_Wisconsin,Wisconsin,No,12345
DON_ALL_01394,AugCity_Wisconsin,Wisconsin,No,12345
DON_ALL_01395,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01396,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01397,AugCity_Wisconsin,Wisconsin,No,12345
DON_ALL_01398,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01399,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01400,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01401,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01402,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01403,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01404,AugCity_Wisconsin,Wisconsin,No,12345
DON_ALL_01405,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01406,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01407,AugCity_Wisconsin,Wisconsin,No,12345
DON_ALL_01408,AugCity_Wisconsin,Wisconsin,No,12345
DON_ALL_01409,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01410,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01411,AugCity_Wisconsin,Wisconsin,No,12345
DON_ALL_01412,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01413,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01414,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01415,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01416,AugCity_Wisconsin,Wisconsin,No,12345
DON_ALL_01417,AugCity_Wisconsin,Wisconsin,No,12345
DON_ALL_01418,AugCity_Wisconsin,Wisconsin,No,12345
DON_ALL_01419,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01420,AugCity_Wisconsin,Wisconsin,No,12345
DON_ALL_01421,AugCity_Wisconsin,Wisconsin,No,12345
DON_ALL_01422,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01423,AugCity_Wisconsin,Wisconsin,No,12345
DON_ALL_01424,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01425,AugCity_Wisconsin,Wisconsin,No,12345
DON_ALL_01426,AugCity_Wisconsin,Wisconsin,No,12345
DON_ALL_01427,AugCity_Wisconsin,Wisconsin,Yes,12345
DON_ALL_01428,AugCity_Wyoming,Wyoming,No,12345
DON_ALL_01429,AugCity_Wyoming,Wyoming,No,12345
DON_ALL_01430,AugCity_Wyoming,Wyoming,No,12345
DON_ALL_01431,AugCity_Wyoming,Wyoming,No,12345
DON_ALL_01432,AugCity_Wyoming,Wyoming,Yes,12345
DON_ALL_01433,AugCity_Wyoming,Wyoming,No,12345
DON_ALL_01434,AugCity_Wyoming,Wyoming,Yes,12345
DON_ALL_01435,AugCity_Wyoming,Wyoming,No,12345
DON_ALL_01436,AugCity_Wyoming,Wyoming,Yes,12345
DON_ALL_01437,AugCity_Wyoming,Wyoming,No,12345
DON_ALL_01438,AugCity_Wyoming,Wyoming,Yes,12345
DON_ALL_01439,AugCity_Wyoming,Wyoming,No,12345
DON_ALL_01440,AugCity_Wyoming,Wyoming,Yes,12345
DON_ALL_01441,AugCity_Wyoming,Wyoming,No,12345
DON_ALL_01442,AugCity_Wyoming,Wyoming,No,12345
DON_ALL_01443,AugCity_Wyoming,Wyoming,No,12345
DON_ALL_01444,AugCity_Wyoming,Wyoming,No,12345
DON_ALL_01445,AugCity_Wyoming,Wyoming,No,12345
DON_ALL_01446,AugCity_Wyoming,Wyoming,Yes,12345
DON_ALL_01447,AugCity_Wyoming,Wyoming,No,12345
DON_ALL_01448,AugCity_other,other,Yes,12345
DON_ALL_01449,AugCity_other,other,No,12345
DON_ALL_01450,AugCity_other,other,Yes,12345
DON_ALL_01451,AugCity_other,other,No,12345
DON_ALL_01452,AugCity_other,other,Yes,12345
DON_ALL_01453,AugCity_other,other,No,12345
DON_ALL_01454,AugCity_other,other,Yes,12345
DON_ALL_01455,AugCity_other,other,Yes,12345
DON_ALL_01456,AugCity_other,other,No,12345
DON_ALL_01457,AugCity_other,other,Yes,12345
DON_ALL_01458,AugCity_other,other,No,12345
DON_ALL_01459,AugCity_other,other,No,12345
DON_ALL_01460,AugCity_other,other,Yes,12345
DON_ALL_01461,AugCity_other,other,Yes,12345
DON_ALL_01462,AugCity_other,other,Yes,12345
DON_ALL_01463,AugCity_other,other,Yes,12345
DON_ALL_01464,AugCity_other,other,Yes,12345
DON_ALL_01465,AugCity_other,other,Yes,12345
DON_ALL_01466,AugCity_other,other,Yes,12345
DON_ALL_01467,AugCity_other,other,No,12345
DON_ALL_01468,AugCity_other,other,No,12345
DON_ALL_01469,AugCity_other,other,No,12345
DON_ALL_01470,AugCity_other,other,No,12345
DON_ALL_01471,AugCity_other,other,No,12345
DON_ALL_01472,AugCity_other,other,No,12345
DON_ALL_01473,AugCity_other,other,Yes,12345
DON_ALL_01474,AugCity_other,other,No,12345
DON_ALL_01475,AugCity_other,other,No,12345
DON_ALL_01476,AugCity_other,other,No,12345
DON_ALL_01477,AugCity_other,other,No,12345
DON_ALL_01478,AugCity_other,other,No,12345
DON_ALL_01479,AugCity_other,other,No,12345
DON_ALL_01480,AugCity_other,other,Yes,12345
DON_ALL_01481,AugCity_other,other,Yes,12345
DON_ALL_01482,AugCity_other,other,Yes,12345
DON_ALL_01483,AugCity_other,other,Yes,12345
DON_ALL_01484,AugCity_other,other,Yes,12345
DON_ALL_01485,AugCity_other,other,Yes,12345
DON_ALL_01486,AugCity_other,other,Yes,12345
DON_ALL_01487,AugCity_other,other,No,12345
DON_ALL_01488,AugCity_other,other,No,12345
DON_ALL_01489,AugCity_other,other,No,12345
DON_ALL_01490,AugCity_other,other,No,12345
DON_ALL_01491,AugCity_other,other,No,12345
DON_ALL_01492,AugCity_other,other,Yes,12345
DON_ALL_01493,AugCity_other,other,Yes,12345
DON_ALL_01494,Los Angeles,California,No,0
DON_ALL_01495,Los Angeles,California,No,0
DON_ALL_01496,Los Angeles,California,No,0
DON_ALL_01497,Los Angeles,California,Yes,0
DON_ALL_01498,Los Angeles,California,No,0
DON_ALL_01499,Los Angeles,California,No,0
DON_ALL_01500,Los Angeles,California,Yes,0
DON_ALL_01501,Los Angeles,California,Yes,0
DON_ALL_01502,Los Angeles,California,No,0
DON_ALL_01503,Los Angeles,California,Yes,0
DON_ALL_01504,San Francisco,California,No,0
DON_ALL_01505,San Francisco,California,Yes,0
DON_ALL_01506,San Francisco,California,Yes,0
DON_ALL_01507,San Francisco,California,Yes,0
DON_ALL_01508,San Francisco,California,Yes,0
DON_ALL_01509,San Francisco,California,Yes,0
DON_ALL_01510,San Francisco,California,No,0
DON_ALL_01511,San Francisco,California,No,0
DON_ALL_01512,San Francisco,California,No,0
DON_ALL_01513,San Francisco,California,No,0
DON_ALL_01514,Houston,Texas,No,0
DON_ALL_01515,Houston,Texas,No,0
DON_ALL_01516,Houston,Texas,Yes,0
DON_ALL_01517,Houston,Texas,Yes,0
DON_ALL_01518,Houston,Texas,No,0
DON_ALL_01519,Houston,Texas,Yes,0
DON_ALL_01520,Houston,Texas,No,0
DON_ALL_01521,Houston,Texas,No,0
DON_ALL_01522,Houston,Texas,Yes,0
DON_ALL_01523,Houston,Texas,Yes,0
DON_ALL_01524,Miami,Florida,No,0
DON_ALL_01525,Miami,Florida,No,0
DON_ALL_01526,Miami,Florida,Yes,0
DON_ALL_01527,Miami,Florida,Yes,0
DON_ALL_01528,Miami,Florida,Yes,0
DON_ALL_01529,Miami,Florida,Yes,0
DON_ALL_01530,Miami,Florida,Yes,0
DON_ALL_01531,Miami,Florida,Yes,0
DON_ALL_01532,Miami,Florida,No,0
DON_ALL_01533,Miami,Florida,Yes,0
DON_ALL_01534,New York,New York,Yes,0
DON_ALL_01535,New York,New York,No,0
DON_ALL_01536,New York,New York,Yes,0
DON_ALL_01537,New York,New York,No,0
DON_ALL_01538,New York,New York,No,0
DON_ALL_01539,New York,New York,Yes,0
DON_ALL_01540,New York,New York,Yes,0
DON_ALL_01541,New York,New York,Yes,0
DON_ALL_01542,New York,New York,No,0
DON_ALL_01543,New York,New York,No,0
DON_ALL_01544,Chicago,Illinois,Yes,0
DON_ALL_01545,Chicago,Illinois,Yes,0
DON_ALL_01546,Chicago,Illinois,Yes,0
DON_ALL_01547,Chicago,Illinois,No,0
DON_ALL_01548,Chicago,Illinois,No,0
DON_ALL_01549,Chicago,Illinois,No,0
DON_ALL_01550,Chicago,Illinois,Yes,0
DON_ALL_01551,Chicago,Illinois,No,0
DON_ALL_01552,Chicago,Illinois,Yes,0
DON_ALL_01553,Chicago,Illinois,Yes,0
DON_ALL_01554,Atlanta,Georgia,Yes,0
DON_ALL_01555,Atlanta,Georgia,Yes,0
DON_ALL_01556,Atlanta,Georgia,Yes,0
DON_ALL_01557,Atlanta,Georgia,No,0
DON_ALL_01558,Atlanta,Georgia,No,0
DON_ALL_01559,Atlanta,Georgia,No,0
DON_ALL_01560,Atlanta,Georgia,No,0
DON_ALL_01561,Atlanta,Georgia,No,0
DON_ALL_01562,Atlanta,Georgia,No,0
DON_ALL_01563,Atlanta,Georgia,No,0
DON_ALL_01564,Seattle,Washington,Yes,0
DON_ALL_01565,Seattle,Washington,No,0
DON_ALL_01566,Seattle,Washington,No,0
DON_ALL_01567,Seattle,Washington,No,0
DON_ALL_01568,Seattle,Washington,Yes,0
DON_ALL_01569,Seattle,Washington,No,0
DON_ALL_01570,Seattle,Washington,Yes,0
DON_ALL_01571,Seattle,Washington,Yes,0
DON_ALL_01572,Seattle,Washington,No,0
DON_ALL_01573,Seattle,Washington,No,0
DON_ALL_01574,Denver,Colorado,No,0
DON_ALL_01575,Denver,Colorado,Yes,0
DON_ALL_01576,Denver,Colorado,No,0
DON_ALL_01577,Denver,Colorado,Yes,0
DON_ALL_01578,Denver,Colorado,No,0
DON_ALL_01579,Denver,Colorado,No,0
DON_ALL_01580,Denver,Colorado,Yes,0
DON_ALL_01581,Denver,Colorado,No,0
DON_ALL_01582,Denver,Colorado,Yes,0
DON_ALL_01583,Denver,Colorado,No,0
DON_MEGA_000000,Ohatchee,Alabama,No,12345
DON_MEGA_000001,Chunchula,Alabama,Yes,12345
DON_MEGA_000002,Skipperville,Alabama,No,12345
DON_MEGA_000003,Fairhope,Alabama,No,12345
DON_MEGA_000004,Bremen,Alabama,No,12345
DON_MEGA_000005,Sycamore,Alabama,No,12345
DON_MEGA_000006,Anniston,Alabama,Yes,12345
DON_MEGA_000007,Tuskegee,Alabama,No,12345
DON_MEGA_000008,Deatsville,Alabama,No,12345
DON_MEGA_000009,Fosters,Alabama,No,12345
DON_MEGA_000010,Fort Payne,Alabama,Yes,12345
DON_MEGA_000011,Gadsden,Alabama,No,12345
DON_MEGA_000012,Cook Springs,Alabama,No,12345
DON_MEGA_000013,Ashville,Alabama,No,12345
DON_MEGA_000014,Silas,Alabama,No,12345
DON_MEGA_000015,Pine Hill,Alabama,Yes,12345
DON_MEGA_000016,Gaylesville,Alabama,No,12345
DON_MEGA_000017,Enterprise,Alabama,No,12345
DON_MEGA_000018,Section,Alabama,Yes,12345
DON_MEGA_000019,Newell,Alabama,Yes,12345
DON_MEGA_000020,Demopolis,Alabama,Yes,12345
DON_MEGA_000021,Grady,Alabama,No,12345
DON_MEGA_000022,Cloverdale,Alabama,Yes,12345
DON_MEGA_000023,Butler,Alabama,Yes,12345
DON_MEGA_000024,Wattsville,Alabama,No,12345
DON_MEGA_000025,Jefferson,Alabama,Yes,12345
DON_MEGA_000026,Hazel Green,Alabama,Yes,12345
DON_MEGA_000027,Red Level,Alabama,Yes,12345
DON_MEGA_000028,Vernon,Alabama,Yes,12345
DON_MEGA_000029,Stockton,Alabama,Yes,12345
DON_MEGA_000030,Uniontown,Alabama,No,12345
DON_MEGA_000031,Dickinson,Alabama,No,12345
DON_MEGA_000032,Pittsview,Alabama,No,12345
DON_MEGA_000033,Burnt Corn,Alabama,Yes,12345
DON_MEGA_000034,Logan,Alabama,Yes,12345
DON_MEGA_000035,Wadley,Alabama,No,12345
DON_MEGA_000036,Verbena,Alabama,No,12345
DON_MEGA_000037,Somerville,Alabama,No,12345
DON_MEGA_000038,Ardmore,Alabama,Yes,12345
DON_MEGA_000039,Shorterville,Alabama,Yes,12345
DON_MEGA_000040,Pine Apple,Alabama,No,12345
DON_MEGA_000041,Adger,Alabama,No,12345
DON_MEGA_000042,Jacksons Gap,Alabama,No,12345
DON_MEGA_000043,Pell City,Alabama,No,12345
DON_MEGA_000044,Birmingham,Alabama,Yes,12345
DON_MEGA_000045,Delmar,Alabama,No,12345
DON_MEGA_000046,Heflin,Alabama,Yes,12345
DON_MEGA_000047,Millport,Alabama,No,12345
DON_MEGA_000048,Margaret,Alabama,No,12345
DON_MEGA_000049,Pleasant Grove,Alabama,Yes,12345
DON_MEGA_000050,Hope Hull,Alabama,Yes,12345
DON_MEGA_000051,Eclectic,Alabama,No,12345
DON_MEGA_000052,Lapine,Alabama,No,12345
DON_MEGA_000053,Kellerman,Alabama,No,12345
DON_MEGA_000054,Clinton,Alabama,Yes,12345
DON_MEGA_000055,Daleville,Alabama,Yes,12345
DON_MEGA_000056,Pennington,Alabama,No,12345
DON_MEGA_000057,Magnolia,Alabama,Yes,12345
DON_MEGA_000058,Needham,Alabama,No,12345
DON_MEGA_000059,Clay,Alabama,No,12345
DON_MEGA_000060,Waterloo,Alabama,Yes,12345
DON_MEGA_000061,Samson,Alabama,Yes,12345
DON_MEGA_000062,Gilbertown,Alabama,Yes,12345
DON_MEGA_000063,Detroit,Alabama,No,12345
DON_MEGA_000064,Spring Garden,Alabama,No,12345
DON_MEGA_000065,Glen Allen,Alabama,Yes,12345
DON_MEGA_000066,Citronelle,Alabama,No,12345
DON_MEGA_000067,Alabaster,Alabama,Yes,12345
DON_MEGA_000068,Red Level,Alabama,No,12345
DON_MEGA_000069,Dadeville,Alabama,Yes,12345
DON_MEGA_000070,Glen Allen,Alabama,No,12345
DON_MEGA_000071,Elberta,Alabama,No,12345
DON_MEGA_000072,Dawson,Alabama,Yes,12345
DON_MEGA_000073,Harpersville,Alabama,Yes,12345
DON_MEGA_000074,Lincoln,Alabama,No,12345
DON_MEGA_000075,Coden,Alabama,No,12345
DON_MEGA_000076,Saint Stephens,Alabama,Yes,12345
DON_MEGA_000077,Hanceville,Alabama,Yes,12345
DON_MEGA_000078,Section,Alabama,Yes,12345
DON_MEGA_000079,Morris,Alabama,Yes,12345
DON_MEGA_000080,Bellamy,Alabama,No,12345
DON_MEGA_000081,Hollytree,Alabama,No,12345
DON_MEGA_000082,Cottonton,Alabama,No,12345
DON_MEGA_000083,Florence,Alabama,Yes,12345
DON_MEGA_000084,Hillsboro,Alabama,Yes,12345
DON_MEGA_000085,Childersburg,Alabama,No,12345
DON_MEGA_000086,Malcolm,Alabama,Yes,12345
DON_MEGA_000087,Coaling,Alabama,Yes,12345
DON_MEGA_000088,Saint Elmo,Alabama,Yes,12345
DON_MEGA_000089,Thomaston,Alabama,No,12345
DON_MEGA_000090,Butler,Alabama,No,12345
DON_MEGA_000091,Fort Rucker,Alabama,No,12345
DON_MEGA_000092,Morris,Alabama,Yes,12345
DON_MEGA_000093,Plantersville,Alabama,Yes,12345
DON_MEGA_000094,Moulton,Alabama,Yes,12345
DON_MEGA_000095,Troy,Alabama,No,12345
DON_MEGA_000096,Semmes,Alabama,Yes,12345
DON_MEGA_000097,Walnut Grove,Alabama,No,12345
DON_MEGA_000098,Sawyerville,Alabama,No,12345
DON_MEGA_000099,Greensboro,Alabama,Yes,12345
DON_MEGA_000100,Elfin Cove,Alaska,Yes,12345
DON_MEGA_000101,Craig,Alaska,No,12345
DON_MEGA_000102,Chugiak,Alaska,Yes,12345
DON_MEGA_000103,Trapper Creek,Alaska,No,12345
DON_MEGA_000104,Hope,Alaska,No,12345
DON_MEGA_000105,Houston,Alaska,No,12345
DON_MEGA_000106,Point Baker,Alaska,No,12345
DON_MEGA_000107,Hoonah,Alaska,No,12345
DON_MEGA_000108,Girdwood,Alaska,No,12345
DON_MEGA_000109,Port Lions,Alaska,Yes,12345
DON_MEGA_000110,Point Baker,Alaska,No,12345
DON_MEGA_000111,Karluk,Alaska,Yes,12345
DON_MEGA_000112,Glennallen,Alaska,No,12345
DON_MEGA_000113,Clam Gulch,Alaska,Yes,12345
DON_MEGA_000114,Prudhoe Bay,Alaska,No,12345
DON_MEGA_000115,Old Harbor,Alaska,No,12345
DON_MEGA_000116,Denali National Park,Alaska,Yes,12345
DON_MEGA_000117,Delta Junction,Alaska,Yes,12345
DON_MEGA_000118,Selawik,Alaska,No,12345
DON_MEGA_000119,Napakiak,Alaska,Yes,12345
DON_MEGA_000120,Pilot Point,Alaska,No,12345
DON_MEGA_000121,Eek,Alaska,Yes,12345
DON_MEGA_000122,Rampart,Alaska,No,12345
DON_MEGA_000123,Douglas,Alaska,Yes,12345
DON_MEGA_000124,Kasigluk,Alaska,Yes,12345
DON_MEGA_000125,Tyonek,Alaska,Yes,12345
DON_MEGA_000126,Homer,Alaska,No,12345
DON_MEGA_000127,Savoonga,Alaska,No,12345
DON_MEGA_000128,Beaver,Alaska,No,12345
DON_MEGA_000129,Tuntutuliak,Alaska,Yes,12345
DON_MEGA_000130,Hughes,Alaska,Yes,12345
DON_MEGA_000131,Kasilof,Alaska,Yes,12345
DON_MEGA_000132,Cantwell,Alaska,Yes,12345
DON_MEGA_000133,Delta Junction,Alaska,No,12345
DON_MEGA_000134,Kwethluk,Alaska,No,12345
DON_MEGA_000135,Galena,Alaska,No,12345
DON_MEGA_000136,Koyukuk,Alaska,No,12345
DON_MEGA_000137,Russian Mission,Alaska,Yes,12345
DON_MEGA_000138,Minto,Alaska,Yes,12345
DON_MEGA_000139,Elfin Cove,Alaska,Yes,12345
DON_MEGA_000140,Ester,Alaska,Yes,12345
DON_MEGA_000141,Skwentna,Alaska,No,12345
DON_MEGA_000142,Hooper Bay,Alaska,Yes,12345
DON_MEGA_000143,Adak,Alaska,Yes,12345
DON_MEGA_000144,Fort Yukon,Alaska,Yes,12345
DON_MEGA_000145,Eielson Afb,Alaska,Yes,12345
DON_MEGA_000146,Nikolski,Alaska,No,12345
DON_MEGA_000147,Point Lay,Alaska,Yes,12345
DON_MEGA_000148,White Mountain,Alaska,Yes,12345
DON_MEGA_000149,Crooked Creek,Alaska,No,12345
DON_MEGA_000150,Teller,Alaska,No,12345
DON_MEGA_000151,Clarks Point,Alaska,No,12345
DON_MEGA_000152,Tununak,Alaska,Yes,12345
DON_MEGA_000153,Shishmaref,Alaska,Yes,12345
DON_MEGA_000154,Brevig Mission,Alaska,No,12345
DON_MEGA_000155,Nikolski,Alaska,No,12345
DON_MEGA_000156,Two Rivers,Alaska,Yes,12345
DON_MEGA_000157,Naknek,Alaska,No,12345
DON_MEGA_000158,Coffman Cove,Alaska,Yes,12345
DON_MEGA_000159,Teller,Alaska,No,12345
DON_MEGA_000160,Kiana,Alaska,Yes,12345
DON_MEGA_000161,Soldotna,Alaska,Yes,12345
DON_MEGA_000162,Unalaska,Alaska,No,12345
DON_MEGA_000163,Kotzebue,Alaska,No,12345
DON_MEGA_000164,Cold Bay,Alaska,No,12345
DON_MEGA_000165,Chalkyitsik,Alaska,No,12345
DON_MEGA_000166,Seward,Alaska,No,12345
DON_MEGA_000167,Yakutat,Alaska,No,12345
DON_MEGA_000168,Atqasuk,Alaska,No,12345
DON_MEGA_000169,Venetie,Alaska,Yes,12345
DON_MEGA_000170,Angoon,Alaska,Yes,12345
DON_MEGA_000171,Crooked Creek,Alaska,No,12345
DON_MEGA_000172,King Cove,Alaska,Yes,12345
DON_MEGA_000173,Shaktoolik,Alaska,Yes,12345
DON_MEGA_000174,Kipnuk,Alaska,No,12345
DON_MEGA_000175,False Pass,Alaska,No,12345
DON_MEGA_000176,Ketchikan,Alaska,Yes,12345
DON_MEGA_000177,Kotlik,Alaska,Yes,12345
DON_MEGA_000178,Tanacross,Alaska,No,12345
DON_MEGA_000179,Northway,Alaska,Yes,12345
DON_MEGA_000180,Teller,Alaska,No,12345
DON_MEGA_000181,Cold Bay,Alaska,No,12345
DON_MEGA_000182,Prudhoe Bay,Alaska,No,12345
DON_MEGA_000183,Tok,Alaska,No,12345
DON_MEGA_000184,Auke Bay,Alaska,No,12345
DON_MEGA_000185,Manokotak,Alaska,Yes,12345
DON_MEGA_000186,Point Lay,Alaska,Yes,12345
DON_MEGA_000187,Gambell,Alaska,No,12345
DON_MEGA_000188,Chefornak,Alaska,No,12345
DON_MEGA_000189,Salcha,Alaska,Yes,12345
DON_MEGA_000190,Soldotna,Alaska,Yes,12345
DON_MEGA_000191,Gustavus,Alaska,No,12345
DON_MEGA_000192,Chefornak,Alaska,No,12345
DON_MEGA_000193,Holy Cross,Alaska,No,12345
DON_MEGA_000194,Auke Bay,Alaska,No,12345
DON_MEGA_000195,Kaktovik,Alaska,No,12345
DON_MEGA_000196,Port Lions,Alaska,No,12345
DON_MEGA_000197,Wales,Alaska,Yes,12345
DON_MEGA_000198,Akiak,Alaska,No,12345
DON_MEGA_000199,Port Alexander,Alaska,Yes,12345
DON_MEGA_000200,Pine,Arizona,No,12345
DON_MEGA_000201,Snowflake,Arizona,No,12345
DON_MEGA_000202,Cortaro,Arizona,No,12345
DON_MEGA_000203,Fort Huachuca,Arizona,Yes,12345
DON_MEGA_000204,Morristown,Arizona,No,12345
DON_MEGA_000205,Dragoon,Arizona,No,12345
DON_MEGA_000206,Gila Bend,Arizona,Yes,12345
DON_MEGA_000207,Fort Mohave,Arizona,No,12345
DON_MEGA_000208,Quartzsite,Arizona,No,12345
DON_MEGA_000209,Superior,Arizona,Yes,12345
DON_MEGA_000210,Tucson,Arizona,Yes,12345
DON_MEGA_000211,Temple Bar Marina,Arizona,Yes,12345
DON_MEGA_000212,Joseph City,Arizona,Yes,12345
DON_MEGA_000213,Amado,Arizona,Yes,12345
DON_MEGA_000214,Fountain Hills,Arizona,No,12345
DON_MEGA_000215,Dewey,Arizona,Yes,12345
DON_MEGA_000216,Tuba City,Arizona,No,12345
DON_MEGA_000217,Peoria,Arizona,No,12345
DON_MEGA_000218,Rock Point,Arizona,No,12345
DON_MEGA_000219,Teec Nos Pos,Arizona,No,12345
DON_MEGA_000220,Mount Lemmon,Arizona,No,12345
DON_MEGA_000221,Sasabe,Arizona,Yes,12345
DON_MEGA_000222,Petrified Forest Natl Pk,Arizona,No,12345
DON_MEGA_000223,Apache Junction,Arizona,No,12345
DON_MEGA_000224,Page,Arizona,Yes,12345
DON_MEGA_000225,Payson,Arizona,Yes,12345
DON_MEGA_000226,San Luis,Arizona,No,12345
DON_MEGA_000227,Flagstaff,Arizona,No,12345
DON_MEGA_000228,Huachuca City,Arizona,Yes,12345
DON_MEGA_000229,Superior,Arizona,Yes,12345
DON_MEGA_000230,Parker,Arizona,Yes,12345
DON_MEGA_000231,Tubac,Arizona,Yes,12345
DON_MEGA_000232,Tempe,Arizona,Yes,12345
DON_MEGA_000233,Fort Defiance,Arizona,Yes,12345
DON_MEGA_000234,Roll,Arizona,No,12345
DON_MEGA_000235,Williams,Arizona,No,12345
DON_MEGA_000236,Pomerene,Arizona,Yes,12345
DON_MEGA_000237,Roosevelt,Arizona,No,12345
DON_MEGA_000238,Aguila,Arizona,No,12345
DON_MEGA_000239,Temple Bar Marina,Arizona,Yes,12345
DON_MEGA_000240,Saint Michaels,Arizona,Yes,12345
DON_MEGA_000241,Crown King,Arizona,No,12345
DON_MEGA_000242,Show Low,Arizona,No,12345
DON_MEGA_000243,Laveen,Arizona,No,12345
DON_MEGA_000244,Willow Beach,Arizona,Yes,12345
DON_MEGA_000245,Roll,Arizona,No,12345
DON_MEGA_000246,Kingman,Arizona,No,12345
DON_MEGA_000247,Nutrioso,Arizona,No,12345
DON_MEGA_000248,Chandler,Arizona,Yes,12345
DON_MEGA_000249,Peoria,Arizona,No,12345
DON_MEGA_000250,Rimrock,Arizona,No,12345
DON_MEGA_000251,Young,Arizona,Yes,12345
DON_MEGA_000252,Tsaile,Arizona,No,12345
DON_MEGA_000253,Yucca,Arizona,No,12345
DON_MEGA_000254,Pine,Arizona,Yes,12345
DON_MEGA_000255,Yarnell,Arizona,No,12345
DON_MEGA_000256,Saint Michaels,Arizona,No,12345
DON_MEGA_000257,Flagstaff,Arizona,Yes,12345
DON_MEGA_000258,Valentine,Arizona,No,12345
DON_MEGA_000259,Pima,Arizona,Yes,12345
DON_MEGA_000260,Winslow,Arizona,No,12345
DON_MEGA_000261,Laveen,Arizona,No,12345
DON_MEGA_000262,Bellemont,Arizona,Yes,12345
DON_MEGA_000263,Marble Canyon,Arizona,No,12345
DON_MEGA_000264,Lupton,Arizona,No,12345
DON_MEGA_000265,Crown King,Arizona,No,12345
DON_MEGA_000266,White Mountain Lake,Arizona,No,12345
DON_MEGA_000267,Valentine,Arizona,No,12345
DON_MEGA_000268,Taylor,Arizona,No,12345
DON_MEGA_000269,Tortilla Flat,Arizona,Yes,12345
DON_MEGA_000270,Bowie,Arizona,No,12345
DON_MEGA_000271,Teec Nos Pos,Arizona,Yes,12345
DON_MEGA_000272,Tuba City,Arizona,No,12345
DON_MEGA_000273,Chloride,Arizona,Yes,12345
DON_MEGA_000274,Nogales,Arizona,Yes,12345
DON_MEGA_000275,Taylor,Arizona,No,12345
DON_MEGA_000276,Valley Farms,Arizona,No,12345
DON_MEGA_000277,Young,Arizona,No,12345
DON_MEGA_000278,Red Valley,Arizona,Yes,12345
DON_MEGA_000279,Mammoth,Arizona,No,12345
DON_MEGA_000280,Morristown,Arizona,Yes,12345
DON_MEGA_000281,Yarnell,Arizona,No,12345
DON_MEGA_000282,Sonoita,Arizona,Yes,12345
DON_MEGA_000283,Fort Mcdowell,Arizona,Yes,12345
DON_MEGA_000284,Polacca,Arizona,Yes,12345
DON_MEGA_000285,Red Valley,Arizona,No,12345
DON_MEGA_000286,Hualapai,Arizona,Yes,12345
DON_MEGA_000287,Greer,Arizona,Yes,12345
DON_MEGA_000288,Huachuca City,Arizona,No,12345
DON_MEGA_000289,Taylor,Arizona,Yes,12345
DON_MEGA_000290,Morristown,Arizona,Yes,12345
DON_MEGA_000291,Hayden,Arizona,No,12345
DON_MEGA_000292,Pinon,Arizona,No,12345
DON_MEGA_000293,Palo Verde,Arizona,No,12345
DON_MEGA_000294,Roll,Arizona,No,12345
